FARM,YEAR,COWS,LAND,MILK,LABOR,FEED,YIT,X1,X2,X3,X4,X11,X22,X33,X44,X12,X13,X14,X23,X24,X34,YEAR93,YEAR94,YEAR95,YEAR96,YEAR97,YEAR98 
52,93,27,8.6,145458,2,52801.254,11.8876427,0.3171369,-0.3089487,0.236075,0.1888911,0.0502879,0.0477246,0.0278657,0.0178399,-0.097979,0.0748681,0.0599043,-0.072935,-0.0583577,0.0445925,1,0,0,0,0,0
52,95,27.6,8.6,165748,2,125305.488,12.0182238,0.3391158,-0.3089487,0.2360746,1.0531109,0.0574998,0.0477246,0.0278656,0.5545212,-0.1047694,0.0800566,0.3571265,-0.0729349,-0.3253572,0.2486128,0,0,1,0,0,0
52,96,28.3,8.6,176444,2,87516.224,12.0807588,0.3641618,-0.3089487,0.2360746,0.6941804,0.0663069,0.0477246,0.0278656,0.2409432,-0.1125073,0.0859694,0.252794,-0.0729349,-0.2144661,0.1638784,0,0,0,1,0,0
52,97,28.1,8.6,185069,2,94755.328,12.128484,0.3570696,-0.3089487,0.2360746,0.7736543,0.0637493,0.0477246,0.0278656,0.2992705,-0.1103162,0.0842951,0.2762484,-0.0729349,-0.2390195,0.1826402,0,0,0,0,1,0
52,98,30.7,8.6,228520,2,85237.96,12.339379,0.4455627,-0.3089487,0.2360748,0.6678031,0.099263,0.0477246,0.0278657,0.2229805,-0.137656,0.1051861,0.2975481,-0.072935,-0.2063169,0.1576515,0,0,0,0,0,1
53,94,15.5,7,77722,2,28990.306,11.2608936,-0.23786,-0.5148007,0.2360746,-0.4106823,0.0282887,0.1325099,0.0278656,0.08433,0.1224505,-0.0561527,0.0976849,-0.1215314,0.2114195,-0.0969517,0,1,0,0,0,0
53,95,17.4,7,83191,2,38434.242,11.3288944,-0.1222298,-0.5148007,0.2360737,-0.128695,0.0074701,0.1325099,0.0278654,0.0082812,0.062924,-0.0288552,0.0157304,-0.1215309,0.0662523,-0.0303815,0,0,1,0,0,0
53,93,15,7,92000,2,26036,11.4295439,-0.2706498,-0.5148007,0.2360737,-0.5181636,0.0366257,0.1325099,0.0278654,0.1342468,0.1393307,-0.0638933,0.1402409,-0.1215309,0.266751,-0.1223248,1,0,0,0,0,0
53,97,20,7,95665,2,52807.08,11.4686078,0.0170323,-0.5148007,0.2360746,0.1890015,0.000145,0.1325099,0.0278656,0.0178608,-0.0087682,0.0040209,0.0032191,-0.1215314,-0.0972981,0.0446185,0,0,0,0,1,0
53,96,18,7,103016,2,43163.704,11.5426396,-0.0883282,-0.5148007,0.2360749,-0.0126438,0.0039009,0.1325099,0.0278657,0.0000799,0.0454714,-0.0208521,0.0011168,-0.1215315,0.0065091,-0.0029849,0,0,0,1,0,0
53,98,20,7,111648,2,48678.528,11.6231063,0.0170323,-0.5148007,0.2360741,0.1075942,0.000145,0.1325099,0.0278655,0.0057883,-0.0087682,0.0040209,0.0018326,-0.1215311,-0.0553896,0.0254002,0,0,0,0,0,1
54,93,30,14,153502,2.5,65545.354,11.9414689,0.4224974,0.1783465,0.4592186,0.4050985,0.089252,0.0159037,0.1054409,0.0820524,0.0753509,0.1940187,0.1711531,0.0819,0.0722479,0.1860288,1,0,0,0,0,0
54,95,32.2,14,168202,2.5,74513.486,12.0329209,0.4932665,0.1783465,0.4592182,0.5333363,0.1216559,0.0159037,0.1054407,0.1422238,0.0879723,0.2265169,0.2630769,0.0818999,0.0951186,0.2449177,0,0,1,0,0,0
54,94,32.3,14,183857,2.5,85309.648,12.1219136,0.4963672,0.1783465,0.4592184,0.6686438,0.1231902,0.0159037,0.1054408,0.2235422,0.0885253,0.227941,0.3318928,0.0819,0.1192502,0.3070535,0,1,0,0,0,0
54,96,35.5,14,201890,2.5,115682.97,12.2154783,0.5908327,0.1783465,0.4592183,0.9732096,0.1745416,0.0159037,0.1054407,0.4735685,0.1053729,0.2713212,0.5750041,0.0819,0.1735685,0.4469157,0,0,0,1,0,0
54,97,42.5,14,239885,2.5,125459.855,12.3879149,0.7708041,0.1783465,0.459218,1.054342,0.2970695,0.0159037,0.1054406,0.5558186,0.1374702,0.3539671,0.8126911,0.0818999,0.1880382,0.4841729,0,0,0,0,1,0
54,98,43,14,311775,2.5,168358.5,12.6500371,0.7825001,0.1783465,0.4592181,1.3484518,0.3061532,0.0159037,0.1054406,0.9091612,0.1395561,0.3593382,1.0551637,0.0818999,0.2404916,0.6192335,0,0,0,0,0,1
55,93,16,7.7,77377,2,29325.883,11.2564449,-0.2061113,-0.4194905,0.2360746,-0.3991733,0.0212409,0.0879862,0.0278656,0.0796697,0.0864617,-0.0486576,0.0822741,-0.0990311,0.1674494,-0.0942347,1,0,0,0,0,0
55,94,18.1,7.7,87513,2,32554.836,11.3795426,-0.0827881,-0.4194905,0.2360746,-0.2947179,0.0034269,0.0879862,0.0278656,0.0434293,0.0347288,-0.0195442,0.0243991,-0.0990311,0.1236314,-0.0695754,0,1,0,0,0,0
55,95,22.8,6.7,111518,2,50183.1,11.6219413,0.1480605,-0.5586033,0.2360746,0.1380345,0.010961,0.1560188,0.0278656,0.0095268,-0.0827071,0.0349533,0.0204375,-0.1318721,-0.0771065,0.0325864,0,0,1,0,0,0
55,97,23.4,7.7,130170,2,60789.39,11.7765966,0.174036,-0.4194905,0.2360746,0.3297715,0.0151443,0.0879862,0.0278656,0.0543746,-0.0730065,0.0410855,0.0573921,-0.0990311,-0.138336,0.0778507,0,0,0,0,1,0
55,96,23,7.7,132075,2,61414.875,11.7911252,0.1567942,-0.4194905,0.236075,0.3400083,0.0122922,0.0879862,0.0278657,0.0578028,-0.0657737,0.0370152,0.0533113,-0.0990312,-0.1426303,0.0802675,0,0,0,1,0,0
55,98,24.7,7.7,133867,2,55287.071,11.804602,0.2281032,-0.4194905,0.2360744,0.2348953,0.0260155,0.0879862,0.0278656,0.0275879,-0.0956872,0.0538493,0.0535804,-0.099031,-0.0985363,0.0554528,0,0,0,0,0,1
56,94,17.4,10,87891,1,53525.619,11.3838527,-0.1222298,-0.1581258,-0.4570725,0.2025166,0.0074701,0.0125019,0.1044577,0.0205065,0.0193277,0.0558679,-0.0247536,0.072275,-0.0320231,-0.0925648,0,1,0,0,0,0
56,95,19.5,10,88279,1,46699.591,11.3882575,-0.0082855,-0.1581258,-0.4570725,0.0660916,0.0000343,0.0125019,0.1044577,0.0021841,0.0013102,0.0037871,-0.0005476,0.072275,-0.0104508,-0.0302087,0,0,1,0,0,0
56,93,18,10,91085,1,43994.055,11.4195484,-0.0883282,-0.1581258,-0.4570725,0.0064107,0.0039009,0.0125019,0.1044577,0.0000205,0.013967,0.0403724,-0.0005662,0.072275,-0.0010137,-0.0029302,1,0,0,0,0,0
56,97,24.2,12,104254,1,42431.378,11.5545855,0.2076526,0.0241958,-0.4570725,-0.0297557,0.0215598,0.0002927,0.1044577,0.0004427,0.0050243,-0.0949123,-0.0061788,-0.0110592,-0.00072,0.0136005,0,0,0,0,1,0
56,98,22.6,12,105328,1,46976.288,11.5648346,0.1392499,0.0241958,-0.4570725,0.0719992,0.0096953,0.0002927,0.1044577,0.0025919,0.0033693,-0.0636473,0.0100259,-0.0110592,0.0017421,-0.0329088,0,0,0,0,0,1
56,96,22,10,108385,1,50940.95,11.593445,0.1123425,-0.1581258,-0.4570725,0.1530233,0.0063104,0.0125019,0.1044577,0.0117081,-0.0177642,-0.0513487,0.017191,0.072275,-0.0241969,-0.0699428,0,0,0,1,0,0
57,94,6.4,5.6,38307,1,15169.572,10.5533879,-1.122402,-0.7379443,-0.4570725,-1.0583522,0.6298931,0.2722809,0.1044577,0.5600547,0.8282701,0.5130191,1.1878967,0.3372941,0.781005,0.4837437,0,1,0,0,0,0
57,98,6.8,5.6,40505,1,17700.685,10.6091807,-1.0617774,-0.7379443,-0.4570725,-0.9040405,0.5636856,0.2722809,0.1044577,0.4086446,0.7835325,0.4853093,0.9598897,0.3372941,0.6671315,0.4132121,0,0,0,0,0,1
57,95,6.8,5.6,42209,1,18487.542,10.6503887,-1.0617774,-0.7379443,-0.4570725,-0.8605467,0.5636856,0.2722809,0.1044577,0.3702703,0.7835325,0.4853093,0.913709,0.3372941,0.6350355,0.3933323,0,0,1,0,0,0
57,97,7.9,5.5,43256,1,19897.76,10.6748912,-0.9118372,-0.7559628,-0.4570725,-0.7870366,0.4157236,0.2857399,0.1044577,0.3097133,0.689315,0.4167758,0.7176493,0.3455298,0.5949704,0.3597328,0,0,0,0,1,0
57,93,8,5.5,46722,1,18361.746,10.7519704,-0.8992585,-0.7559628,-0.4570725,-0.8673743,0.4043329,0.2857399,0.1044577,0.3761691,0.6798059,0.4110263,0.7799937,0.3455298,0.6557027,0.396453,1,0,0,0,0,0
57,96,8.6,5.6,49157,1,23841.145,10.8027745,-0.8269378,-0.7379443,-0.4570725,-0.6062309,0.3419131,0.2722809,0.1044577,0.183758,0.610234,0.3779706,0.5013153,0.3372941,0.4473646,0.2770915,0,0,0,1,0,0
58,93,20,10,115382,2,51921.9,11.6560036,0.0170323,-0.1581258,0.2360746,0.1720969,0.000145,0.0125019,0.0278656,0.0148087,-0.0026932,0.0040209,0.0029312,-0.0373295,-0.027213,0.0406277,1,0,0,0,0,0
58,95,22,10,134655,2,63961.125,11.8104712,0.1123425,-0.1581258,0.2360746,0.3806317,0.0063104,0.0125019,0.0278656,0.0724402,-0.0177642,0.0265212,0.0427611,-0.0373295,-0.0601877,0.0898575,0,0,1,0,0,0
58,94,20.2,10,134944,2,57216.256,11.8126152,0.0269826,-0.1581258,0.2360746,0.2691943,0.000364,0.0125019,0.0278656,0.0362328,-0.0042666,0.0063699,0.0072636,-0.0373295,-0.0425665,0.0635499,0,1,0,0,0,0
58,97,20.6,10,140901,2,67350.678,11.8558128,0.0465911,-0.1581258,0.2360743,0.4322692,0.0010854,0.0125019,0.0278655,0.0934283,-0.0073673,0.010999,0.0201399,-0.0373294,-0.0683529,0.1020476,0,0,0,0,1,0
58,98,22.4,10,141496,2,65371.152,11.8600267,0.130361,-0.1581258,0.2360749,0.4024373,0.008497,0.0125019,0.0278657,0.0809779,-0.0206134,0.0307749,0.0524621,-0.0373295,-0.0636357,0.0950053,0,0,0,0,0,1
58,96,22.9,10,148649,2,70608.275,11.9093431,0.1524369,-0.1581258,0.2360743,0.4795035,0.0116185,0.0125019,0.0278655,0.1149618,-0.0241042,0.0359864,0.073094,-0.0373294,-0.0758219,0.1131985,0,0,0,1,0,0
59,93,11,4.4,47362,2,22307.502,10.7655755,-0.5808047,-0.9791063,0.2360737,-0.6727208,0.1686671,0.4793246,0.0278654,0.2262766,0.5686696,-0.1371127,0.3907194,-0.2311412,0.6586652,-0.1588116,1,0,0,0,0,0
59,95,11.9,4.6,55559,2,31835.307,10.9252008,-0.5021616,-0.9346546,0.2360727,-0.3170678,0.1260831,0.4367896,0.0278651,0.050266,0.4693476,-0.1185466,0.1592193,-0.2206464,0.2963489,-0.074851,0,0,1,0,0,0
59,94,11.9,4.6,58997,2,28259.563,10.9852419,-0.5021616,-0.9346546,0.2360746,-0.4362119,0.1260831,0.4367896,0.0278656,0.0951404,0.4693476,-0.1185476,0.2190489,-0.2206482,0.4077074,-0.1029786,0,1,0,0,0,0
59,96,12.6,4.6,66397,2,35655.189,11.1034072,-0.4450032,-0.9346546,0.2360746,-0.2037491,0.0990139,0.4367896,0.0278656,0.0207569,0.4159243,-0.105054,0.090669,-0.2206482,0.190435,-0.0481,0,0,0,1,0,0
59,97,13.8,4.4,67411,2,36401.94,11.1185635,-0.3540314,-0.9791063,0.2360746,-0.1830217,0.0626691,0.4793246,0.0278656,0.0167485,0.3466344,-0.0835778,0.0647954,-0.2311422,0.1791977,-0.0432068,0,0,0,0,1,0
59,98,17.1,7.5,80004,2,41122.056,11.2898319,-0.1396215,-0.4458078,0.2360746,-0.0610992,0.0097471,0.0993723,0.0278656,0.0018666,0.0622444,-0.0329611,0.0085308,-0.1052439,0.0272385,-0.014424,0,0,0,0,0,1
60,93,13,6,60151,1,23458.89,11.0046133,-0.4137506,-0.6689514,-0.4570725,-0.6223943,0.0855948,0.223748,0.1044577,0.1936873,0.2767791,0.1891141,0.257516,0.3057593,0.4163515,0.2844793,1,0,0,0,0,0
60,94,14.2,6,70246,1,25499.298,11.1597586,-0.325458,-0.6689514,-0.4570725,-0.5389929,0.0529615,0.223748,0.1044577,0.1452567,0.2177156,0.1487579,0.1754196,0.3057593,0.36056,0.2463588,0,1,0,0,0,0
60,95,14.5,6,86216,1,67076.048,11.3646111,-0.3045513,-0.6689514,-0.4570725,0.4281832,0.0463758,0.223748,0.1044577,0.0916704,0.2037301,0.1392021,-0.1304038,0.3057593,-0.2864338,-0.1957108,0,0,1,0,0,0
60,96,15.7,7.5,96838,1,43286.586,11.4807948,-0.2250393,-0.4458078,-0.4570725,-0.009801,0.0253213,0.0993723,0.1044577,0.000048,0.1003243,0.1028593,0.0022056,0.2037665,0.0043694,0.0044798,0,0,0,1,0,0
60,97,18.5,6,98929,1,52036.654,11.5021577,-0.0609293,-0.6689514,-0.4570725,0.1743046,0.0018562,0.223748,0.1044577,0.015191,0.0407587,0.0278491,-0.0106202,0.3057593,-0.1166013,-0.0796698,0,0,0,0,1,0
60,98,20.4,6,123523,1,78684.151,11.7241827,0.0368349,-0.6689514,-0.4570725,0.5877979,0.0006784,0.223748,0.1044577,0.1727532,-0.0246408,-0.0168362,0.0216515,0.3057593,-0.3932083,-0.2686663,0,0,0,0,0,1
61,94,7.5,7,41456,1,15546,10.6323879,-0.963797,-0.5148007,-0.4570725,-1.0338404,0.4644523,0.1325099,0.1044577,0.534413,0.4961634,0.4405251,0.9964123,0.2353013,0.5322218,0.4725401,0,1,0,0,0,0
61,95,7.5,7,44591,1,18237.719,10.7052873,-0.963797,-0.5148007,-0.4570725,-0.8741519,0.4644523,0.1325099,0.1044577,0.3820708,0.4961634,0.4405251,0.8425049,0.2353013,0.450014,0.3995508,0,0,1,0,0,0
61,97,8.9,7,46341,1,21455.883,10.7437824,-0.7926487,-0.5148007,-0.4570725,-0.7116449,0.314146,0.1325099,0.1044577,0.2532193,0.4080561,0.362298,0.5640844,0.2353013,0.3663553,0.3252734,0,0,0,0,1,0
61,93,8,7,48526,1,17469.36,10.789855,-0.8992585,-0.5148007,-0.4570725,-0.9171953,0.4043329,0.1325099,0.1044577,0.4206236,0.4629389,0.4110263,0.8247956,0.2353013,0.4721728,0.4192248,1,0,0,0,0,0
61,96,7.6,7,49187,1,15444.718,10.8033846,-0.9505518,-0.5148007,-0.4570725,-1.0403767,0.4517743,0.1325099,0.1044577,0.5411919,0.4893447,0.4344711,0.9889319,0.2353013,0.5355867,0.4755276,0,0,0,1,0,0
61,98,9.4,7,59214,1,25343.592,10.9889133,-0.7379903,-0.5148007,-0.4570725,-0.5451179,0.2723148,0.1325099,0.1044577,0.1485768,0.3799179,0.3373151,0.4022917,0.2353013,0.2806271,0.2491584,0,0,0,0,0,1
62,96,20.5,13.8,106210,2.5,57778.24,11.5731735,0.0417249,0.1639577,0.4592177,0.2789684,0.0008705,0.0134411,0.1054404,0.0389117,0.0068411,0.0191608,0.0116399,0.0752923,0.045739,0.1281072,0,0,0,1,0,0
62,97,20.6,14,120569,2.5,68362.623,11.6999775,0.0465911,0.1783465,0.4592178,0.4471824,0.0010854,0.0159037,0.1054405,0.0999861,0.0083094,0.0213955,0.0208347,0.0818999,0.0797534,0.2053541,0,0,0,0,1,0
62,98,22.5,14.9,125721,2.5,57957.381,11.7418204,0.1348153,0.2406503,0.4592185,0.2820641,0.0090876,0.0289563,0.1054408,0.0397801,0.0324434,0.0619097,0.0380266,0.1105111,0.0678788,0.1295291,0,0,0,0,0,1
62,94,20.4,13,126323,2.5,45855.249,11.7465974,0.0368349,0.1042385,0.459218,0.0478459,0.0006784,0.0054328,0.1054406,0.0011446,0.0038396,0.0169153,0.0017624,0.0478682,0.0049874,0.0219717,0,1,0,0,0,0
62,93,23,13.8,127212,2.5,54955.584,11.7536103,0.1567942,0.1639577,0.4592185,0.2288815,0.0122922,0.0134411,0.1054408,0.0261934,0.0257076,0.0720028,0.0358873,0.0752924,0.0375269,0.1051066,1,0,0,0,0,0
62,95,18.3,13.8,128568,2.5,59398.416,11.7642132,-0.0717989,0.1639577,0.4592174,0.3066238,0.0025775,0.0134411,0.1054403,0.0470091,-0.011772,-0.0329713,-0.0220153,0.0752922,0.0502733,0.140807,0,0,1,0,0,0
63,93,35,19.8,257481,2,106339.653,12.4587012,0.5766481,0.5249711,0.2360746,0.8889944,0.1662615,0.1377973,0.0278656,0.3951556,0.3027235,0.136132,0.5126369,0.1239324,0.4666964,0.209869,1,0,0,0,0,0
63,94,36.7,19.8,278270,2,134960.95,12.5363471,0.6240768,0.5249711,0.2360746,1.1273417,0.1947359,0.1377973,0.0278656,0.6354496,0.3276222,0.1473287,0.7035477,0.1239324,0.5918218,0.2661368,0,1,0,0,0,0
63,95,41,18.8,335568,2,140267.424,12.7235799,0.7348721,0.473146,0.2360746,1.165907,0.2700185,0.1119336,0.0278656,0.6796695,0.3477018,0.1734847,0.8567925,0.1116978,0.5516442,0.2752411,0,0,1,0,0,0
63,96,47.5,18.8,406505,2,197561.43,12.9153515,0.8820297,0.473146,0.2360745,1.5084058,0.3889882,0.1119336,0.0278656,1.137644,0.4173288,0.2082247,1.3304587,0.1116977,0.7136962,0.3560961,0,0,0,1,0,0
63,97,50.3,23.8,467229,2,208851.363,13.0545748,0.9393051,0.7089747,0.2360746,1.563979,0.441147,0.2513226,0.0278656,1.2230152,0.6659435,0.2217461,1.4690534,0.167371,1.1088216,0.3692158,0,0,0,0,1,0
63,98,59.5,19.7,569132,2,301639.96,13.2518677,1.1072763,0.5199078,0.2360745,1.9315903,0.6130304,0.135152,0.0278656,1.8655206,0.5756816,0.2613997,2.1388042,0.1227369,1.0042488,0.4559992,0,0,0,0,0,1
64,93,27,15,144429,2,85357.539,11.8805433,0.3171369,0.2473393,0.236075,0.669205,0.0502879,0.0305884,0.0278657,0.2239176,0.0784404,0.0748681,0.2122296,0.0583906,0.1655207,0.1579826,1,0,0,0,0,0
64,94,28.8,15,153349,2,102743.83,11.9404716,0.3816754,0.2473393,0.2360741,0.854595,0.0728381,0.0305884,0.0278655,0.3651663,0.0944033,0.0901037,0.3261779,0.0583904,0.211375,0.2017477,0,1,0,0,0,0
64,96,30,17,175053,2,108532.86,12.0728441,0.4224974,0.3725025,0.2360739,0.9094092,0.089252,0.069379,0.0278654,0.4135125,0.1573813,0.0997406,0.384223,0.0879381,0.3387572,0.2146878,0,0,0,1,0,0
64,95,31.3,15,175833,2,120269.772,12.07729,0.4649181,0.2473393,0.2360746,1.0120935,0.1080744,0.0305884,0.0278656,0.5121666,0.1149925,0.1097554,0.4705406,0.0583905,0.2503305,0.2389296,0,0,1,0,0,0
64,98,31,15,183420,2,104916.24,12.1195339,0.4552872,0.2473393,0.2360744,0.8755185,0.1036432,0.0305884,0.0278656,0.3832663,0.1126104,0.1074816,0.3986124,0.0583905,0.2165502,0.2066875,0,0,0,0,0,1
64,97,28.7,15,185832,2,94774.32,12.1325983,0.3781971,0.2473393,0.2360743,0.7738547,0.0715165,0.0305884,0.0278655,0.2994255,0.093543,0.0892826,0.2926696,0.0583905,0.1914047,0.1826872,0,0,0,0,1,0
65,93,8,3.7,29868,1.5,11827.728,10.304543,-0.8992585,-1.152378,-0.0516052,-1.3071972,0.4043329,0.6639876,0.0013315,0.8543823,1.0362857,0.0464064,1.1755081,0.0594687,1.5063854,0.0674582,1,0,0,0,0,0
65,94,9.1,3.7,35904,1.5,13284.48,10.488604,-0.7704256,-1.152378,-0.0516045,-1.1910474,0.2967778,0.6639876,0.0013315,0.7092969,0.8878215,0.0397574,0.9176134,0.0594679,1.3725368,0.0614634,0,1,0,0,0,0
65,95,10.2,3.7,42769,1.5,29895.531,10.6635688,-0.6563123,-1.152378,-0.0516074,-0.3799348,0.2153729,0.6639876,0.0013317,0.0721752,0.7563199,0.0338706,0.2493559,0.0594713,0.4378285,0.0196075,0,0,1,0,0,0
65,96,11.5,3.7,46247,1.5,17250.131,10.7417519,-0.536353,-1.152378,-0.0516074,-0.9298241,0.1438373,0.6639876,0.0013317,0.4322864,0.6180814,0.0276798,0.4987139,0.0594713,1.0715088,0.0479858,0,0,0,1,0,0
65,97,11,3.7,55549,1.5,26774.618,10.9250208,-0.5808047,-1.152378,-0.0516074,-0.4901895,0.1686671,0.6639876,0.0013317,0.1201429,0.6693066,0.0299738,0.2847044,0.0594713,0.5648836,0.0252974,0,0,0,0,1,0
65,98,11.8,3.7,84049,1.5,50093.204,11.3391552,-0.5106005,-1.152378,-0.0516058,0.1362415,0.1303564,0.6639876,0.0013316,0.0092809,0.5884048,0.0263499,-0.069565,0.0594694,-0.1570018,-0.0070309,0,0,0,0,0,1
66,93,17,11.5,56629,2,28597.645,10.9442765,-0.1454867,-0.0183638,0.2360746,-0.4243194,0.0105832,0.0001686,0.0278656,0.0900235,0.0026717,-0.0343457,0.0617328,-0.0043352,0.0077921,-0.1001711,1,0,0,0,0,0
66,94,19.8,13,87290,2,47485.76,11.3769912,0.0069819,0.1042385,0.2360752,0.0827861,0.0000244,0.0054328,0.0278657,0.0034268,0.0007278,0.0016483,0.000578,0.0246081,0.0086295,0.0195437,0,1,0,0,0,0
66,95,19.9,13,100015,2,49007.35,11.5130755,0.0120197,0.1042385,0.236074,0.1143265,0.0000722,0.0054328,0.0278655,0.0065353,0.0012529,0.0028375,0.0013742,0.024608,0.0119172,0.0269895,0,0,1,0,0,0
66,97,24.3,13,111325,2,63232.6,11.6202091,0.2117764,0.1042385,0.2360741,0.3691762,0.0224246,0.0054328,0.0278655,0.0681455,0.0220752,0.0499949,0.0781828,0.024608,0.0384824,0.0871529,0,0,0,0,1,0
66,96,23.8,13,134213,2,76769.836,11.8071834,0.1909856,0.1042385,0.2360746,0.563168,0.0182377,0.0054328,0.0278656,0.1585791,0.019908,0.0450869,0.107557,0.0246081,0.0587038,0.1329497,0,0,0,1,0,0
66,98,24,13,149646,2,79910.964,11.9160278,0.1993538,0.1042385,0.2360746,0.6032693,0.019871,0.0054328,0.0278656,0.1819669,0.0207803,0.0470624,0.120264,0.0246081,0.0628839,0.1424166,0,0,0,0,0,1
67,93,16,11,69561,2,35823.915,11.1499593,-0.2061113,-0.0628156,0.2360763,-0.1990281,0.0212409,0.0019729,0.027866,0.0198061,0.012947,-0.048658,0.0410219,-0.0148293,0.0125021,-0.0469858,1,0,0,0,0,0
67,95,17.1,12,96752,2,50214.288,11.4799063,-0.1396215,0.0241958,0.2360746,0.1386558,0.0097471,0.0002927,0.0278656,0.0096127,-0.0033783,-0.0329611,-0.0193593,0.005712,0.0033549,0.0327331,0,0,1,0,0,0
67,94,18.3,12,106138,2,52432.172,11.5724954,-0.0717989,0.0241958,0.2360746,0.1818766,0.0025775,0.0002927,0.0278656,0.0165395,-0.0017372,-0.0169499,-0.0130585,0.005712,0.0044006,0.0429364,0,1,0,0,0,0
67,97,17.9,12,110106,2,51199.29,11.6091988,-0.0938993,0.0241958,0.2360743,0.1580819,0.0044085,0.0002927,0.0278655,0.0124949,-0.002272,-0.0221672,-0.0148438,0.005712,0.0038249,0.0373191,0,0,0,0,1,0
67,96,19,12,110913,2,53681.892,11.6165014,-0.034261,0.0241958,0.2360742,0.2054319,0.0005869,0.0002927,0.0278655,0.0211011,-0.000829,-0.0080881,-0.0070383,0.005712,0.0049706,0.0484972,0,0,0,1,0,0
67,98,17.8,12,117561,2,58545.378,11.6747126,-0.0995015,0.0241958,0.2360751,0.2921583,0.0049503,0.0002927,0.0278657,0.0426782,-0.0024075,-0.0234898,-0.0290702,0.005712,0.007069,0.0689713,0,0,0,0,0,1
68,93,18,12.5,89644,2,44015.204,11.4036015,-0.0883282,0.0650178,0.2360746,0.0068913,0.0039009,0.0021137,0.0278656,0.0000237,-0.0057429,-0.0208521,-0.0006087,0.015349,0.0004481,0.0016269,1,0,0,0,0,0
68,94,18.8,13,110068,2,53162.844,11.6088536,-0.0448431,0.1042385,0.2360743,0.1957159,0.0010055,0.0054328,0.0278655,0.0191524,-0.0046744,-0.0105863,-0.0087765,0.024608,0.0204011,0.0462035,0,1,0,0,0,0
68,95,23,26,138813,2,73570.89,11.840883,0.1567942,0.7973857,0.2360743,0.5206056,0.0122922,0.317912,0.0278655,0.1355151,0.1250255,0.0370151,0.081628,0.1882423,0.4151235,0.1229016,0,0,1,0,0,0
68,96,22.7,13,154970,2,87403.08,11.9509868,0.1436649,0.1042385,0.2360751,0.6928867,0.0103198,0.0054328,0.0278657,0.240046,0.0149754,0.0339157,0.0995435,0.0246081,0.0722255,0.1635733,0,0,0,1,0,0
68,98,22.9,13,175023,2,106764.03,12.0726727,0.1524369,0.1042385,0.2360746,0.8929773,0.0116185,0.0054328,0.0278656,0.3987042,0.0158898,0.0359865,0.1361227,0.0246081,0.0930826,0.2108093,0,0,0,0,0,1
68,97,24.2,13,176359,2,106697.195,12.080277,0.2076526,0.1042385,0.2360746,0.8923511,0.0215598,0.0054328,0.0278656,0.3981452,0.0216454,0.0490215,0.185299,0.0246081,0.0930173,0.2106615,0,0,0,0,1,0
69,93,28,16,113526,2,101719.296,11.6397872,0.3535045,0.3118779,0.2360746,0.8445732,0.0624827,0.0486339,0.0278656,0.356652,0.1102502,0.0834535,0.2985604,0.0736265,0.2634037,0.1993823,1,0,0,0,0,0
69,96,31.9,16,148180,2,90686.16,11.906183,0.483906,0.3118779,0.2360746,0.729761,0.1170825,0.0486339,0.0278656,0.2662755,0.1509196,0.1142379,0.3531357,0.0736265,0.2275963,0.1722781,0,0,0,1,0,0
69,94,32.6,16,156385,2,107592.88,11.9600762,0.5056123,0.3118779,0.2360742,0.9007107,0.1278219,0.0486339,0.0278655,0.4056399,0.1576893,0.119362,0.4554104,0.0736263,0.2809117,0.2126346,0,1,0,0,0,0
69,95,31.1,16,164804,2,110253.876,12.0125122,0.4585078,0.3118779,0.2360744,0.9251419,0.1051147,0.0486339,0.0278656,0.4279437,0.1429984,0.108242,0.4241848,0.0736264,0.2885313,0.2184023,0,0,1,0,0,0
69,97,28.8,16,170276,2,148140.12,12.0451759,0.3816754,0.3118779,0.236074,1.2205148,0.0728381,0.0486339,0.0278655,0.7448282,0.1190361,0.0901036,0.4658405,0.0736262,0.3806515,0.2881318,0,0,0,0,1,0
69,98,28.5,16,180615,2,146839.995,12.104123,0.3712041,0.3118779,0.2360746,1.2116997,0.0688962,0.0486339,0.0278656,0.7341081,0.1157703,0.0876319,0.4497879,0.0736265,0.3779023,0.2860516,0,0,0,0,0,1
70,93,25,12,133342,2,71604.654,11.8006725,0.2401758,0.0241958,0.2360746,0.4935163,0.0288422,0.0002927,0.0278656,0.1217792,0.0058112,0.0566994,0.1185307,0.005712,0.011941,0.1165067,1,0,0,0,0,0
70,94,26.4,12,147176,2,85214.904,11.8993844,0.294664,0.0241958,0.2360743,0.6675325,0.0434134,0.0002927,0.0278655,0.2227998,0.0071296,0.0695626,0.1966978,0.005712,0.0161515,0.1575873,0,1,0,0,0,0
70,95,23.8,12,153230,2,91938,11.9396953,0.1909856,0.0241958,0.2360746,0.7434706,0.0182377,0.0002927,0.0278656,0.2763743,0.004621,0.0450869,0.1419922,0.005712,0.0179889,0.1755146,0,0,1,0,0,0
70,96,27.4,12,185939,2,108960.254,12.1331739,0.331843,0.0241958,0.2360746,0.9133394,0.0550599,0.0002927,0.0278656,0.4170944,0.0080292,0.0783397,0.3030853,0.005712,0.022099,0.2156163,0,0,0,1,0,0
70,98,31.3,12,211659,2,116835.768,12.2627318,0.4649181,0.0241958,0.2360746,0.9831255,0.1080744,0.0002927,0.0278656,0.4832678,0.0112491,0.1097554,0.4570728,0.005712,0.0237875,0.232091,0,0,0,0,0,1
