,Company_name,Company_ID,Big3Share,Position,Revenue,Assets,Employees,MarketCap,Exchange,TypeEnt,logMarketCap,logRevenue,logEmployees,logAssets
742,"BAZAARVOICE, INC.",US202908277,11.28,2,191181.0,342961.0,826.0,300375.0,NASDAQ National Market,Industrial company,5.477663783811956,5.281444728917206,2.916980047320382,5.535244736813075
744,"AEGERION PHARMACEUTICALS, INC.",US202960116,16.68,3,239887.0,434198.0,318.0,53692.0,NASDAQ National Market,Industrial company,4.7299095815156,5.380006713239853,2.5024271199844326,5.637687818678594
745,"CHEFS' WAREHOUSE, INC. (THE)",US203031526,7.33,7,1058996.0,586218.0,1693.0,411582.0,NASDAQ National Market,Industrial company,5.614456373205042,6.024894319709744,3.2286569581089353,5.768059149449836
746,"BROOKDALE SENIOR LIVING, INC.",US203068069,11.93,1,4960608.0,10048564.0,82000.0,3344571.0,New York Stock Exchange (NYSE),Industrial company,6.524340419777642,6.695534909325388,4.913813852383717,7.002104002907221
749,"DHI GROUP, INC.",US203179218,16.369999999999994,1,259769.0,368935.0,861.0,366076.0,New York Stock Exchange (NYSE),Industrial company,5.563571257400441,5.414587322517493,2.935003151453655,5.566949857682307
751,"NCI, INC.",US203211574,1.6,10,333095.0,163868.0,2000.0,121019.0,NASDAQ National Market,Industrial company,5.082853559964148,5.522568113661735,3.3010299956639813,5.214494153202769
752,"CHEGG, INC.",US203237489,7.73,9,301373.0,291356.0,672.0,435302.0,New York Stock Exchange (NYSE),Industrial company,5.638790662532929,5.479104341288966,2.8273692730538253,5.464423966102368
753,"LIVE NATION ENTERTAINMENT, INC.",US203247759,11.95,2,7245731.0,6156241.0,7700.0,4902712.0,New York Stock Exchange (NYSE),Industrial company,6.690436382235693,6.860082206681103,3.886490725172482,6.789315612933554
754,"BOARDWALK PIPELINE PARTNERS, LP",US203265614,0.0,139,1249200.0,8300300.0,1260.0,4377691.0,New York Stock Exchange (NYSE),Industrial company,6.641245103570205,6.096631975558161,3.100370545117563,6.919093789483306
755,MONOTYPE IMAGING HOLDINGS INC.,US203289482,19.78,1,192419.0,391787.0,494.0,959646.0,NASDAQ National Market,Industrial company,5.98211105741517,5.284247953293009,2.693726948923647,5.593050021444497
756,FUTUREFUEL CORP,US203340900,9.44,3,299611.0,489109.0,500.0,490991.0,New York Stock Exchange (NYSE),Industrial company,5.691073531458691,5.4765577541262385,2.6989700043360187,5.6894056542634734
757,"INFUSYSTEM HOLDINGS, INC.",US203341405,1.94,18,72125.0,96315.0,261.0,68098.0,NYSE MKT,Industrial company,4.833134357115155,4.858085826163788,2.416640507338281,4.983693928972176
758,"GRAND CANYON EDUCATION, INC.",US203356009,14.59,1,778200.0,891982.0,3650.0,1968731.0,NASDAQ National Market,Industrial company,6.294186379827022,5.891091226467724,3.5622928644564746,5.950356090497705
761,"WESTERN REFINING, INC.",US203472415,18.46,2,9787036.0,5833393.0,7347.0,1981617.0,New York Stock Exchange (NYSE),Industrial company,6.297019719342074,6.990651185802516,3.8661100398443766,6.765921236156043
763,"VIACOM, INC.",US203515052,14.29,4,13268000.0,22143000.0,9200.0,15327231.0,NASDAQ National Market,Industrial company,7.185463702796937,7.122805462847444,3.963787827345555,7.34523646004688
765,SEMGROUP CORPORATION,US203533152,14.53,1,1455094.0,2853909.0,1160.0,1302791.0,New York Stock Exchange (NYSE),Industrial company,6.114874749690319,6.16289104992856,3.0644579892269186,6.4554401210463475
766,"MUELLER WATER PRODUCTS, INC.",US203547095,13.73,1,1164500.0,1229800.0,4100.0,1770590.0,New York Stock Exchange (NYSE),Industrial company,6.248118007066997,6.0661394928706995,3.6127838567197355,6.08983448870863
767,HANESBRANDS INC.,US203552316,18.15,1,5731549.0,5619040.0,65300.0,10204296.0,New York Stock Exchange (NYSE),Industrial company,7.008783047870147,6.75827200961832,4.814913181275074,6.7496621236979335
768,"LEIDOS HOLDINGS, INC.",US203562868,16.82,1,4712000.0,3370000.0,18000.0,3630718.0,New York Stock Exchange (NYSE),Industrial company,6.559992518315268,6.673205281779045,4.2552725051033065,6.5276299008713385
769,"EL POLLO LOCO HOLDINGS, INC.",US203563182,6.03,3,355057.0,461028.0,5171.0,428245.0,NASDAQ National Market,Industrial company,5.631692301036063,5.550298079247559,3.71357453777207,5.663727302561485
770,CLEARWATER PAPER CORP,US203594554,20.62,1,1752401.0,1527369.0,3300.0,1055056.0,New York Stock Exchange (NYSE),Industrial company,6.023275511620002,6.243633492334464,3.5185139398778875,6.183943971767716
771,WATERSTONE FINANCIAL INC,US203598485,9.08,1,112500.0,,750.0,420156.0,NASDAQ National Market,Bank,5.623410569826853,5.051152522447381,2.8750612633917,
774,TARGA RESOURCES CORP.,US203701075,4.18,3,6658600.0,13253700.0,1870.0,6860692.0,New York Stock Exchange (NYSE),Industrial company,6.836367922794868,6.823382926439248,3.271841606536499,7.122337136028799
778,LULULEMON ATHLETICA INC.,US203842867,10.57,6,2060523.0,1314077.0,11000.0,8249277.0,NASDAQ National Market,Industrial company,6.916415886892967,6.313977466575888,4.041392685158225,6.118620814002558
779,LDR HOLDING CORPORATION,US203933262,9.02,3,164459.0,226639.0,562.0,615352.0,NASDAQ National Market,Industrial company,5.7891236164675774,5.2160576451849545,2.749736315569061,5.355334645277647
780,"GENESIS HEALTHCARE, INC.",US203934755,3.5,5,5619224.0,6059949.0,88700.0,133941.0,New York Stock Exchange (NYSE),Industrial company,5.126913537043499,6.749676344788428,4.947923619831727,6.782468969197346
781,"VIOLIN MEMORY, INC.",US203940944,8.8,1,50867.0,112847.0,318.0,41651.0,New York Stock Exchange (NYSE),Industrial company,4.619625432856092,4.706436124856335,2.5024271199844326,5.052490017992745
782,"FUEL SYSTEMS SOLUTIONS, INC.",US203960974,1.86,17,263397.0,228439.0,1300.0,95356.0,NASDAQ National Market,Industrial company,4.979348024963666,5.420610824191196,3.113943352306837,5.358770250357064
787,"DUNKIN' BRANDS GROUP, INC.",US204145825,16.369999999999994,1,810933.0,3197119.0,1145.0,4000226.0,NASDAQ National Market,Industrial company,6.602084528273028,5.908984973900066,3.0588054866759067,6.504758801452021
789,"TANDEM DIABETES CARE, INC.",US204327508,7.689999999999999,5,72850.0,124725.0,482.0,212763.0,NASDAQ National Market,Industrial company,5.327896105329029,4.862429556106009,2.6830470382388496,5.095953512611219
790,"AIR INDUSTRIES GROUP, INC.",US204458244,0.86,5,80442.0,88250.0,366.0,37044.0,NYSE MKT,Industrial company,4.56871787552972,4.905482859763665,2.5634810853944106,4.94571471405986
791,STONEGATE BANK,US204486142,7.08,1,92685.0,2381155.0,259.0,318496.0,NASDAQ National Market,Bank,5.503103982389309,4.96700945427026,2.413299764081252,6.376787666490016
792,YADKIN FINANCIAL CORP,US204495993,7.68,1,112500.0,,750.0,1347272.0,New York Stock Exchange (NYSE),Bank,6.129455284048054,5.051152522447381,2.8750612633917,
793,"AEROHIVE NETWORKS, INC.",US204524700,2.48,14,151659.0,147652.0,624.0,316490.0,New York Stock Exchange (NYSE),Industrial company,5.500359992352017,5.18086818803513,2.795184589682424,5.169239334017528
795,"KBR, INC.",US204536774,17.16,1,5096000.0,3412000.0,22000.0,2077956.0,New York Stock Exchange (NYSE),Industrial company,6.317636347282989,6.707229419327294,4.342422680822207,6.533009022495485
797,"FIRST SOLAR, INC.",US204623678,13.52,3,3578995.0,7316331.0,6350.0,5102031.0,NASDAQ National Market,Industrial company,6.707743093060137,6.553761091663565,3.8027737252919755,6.864293345276456
799,"ENPHASE ENERGY, INC.",US204645388,6.08,7,357249.0,165528.0,543.0,98529.0,NASDAQ National Market,Industrial company,4.993564075028783,5.552971021801455,2.734799829588847,5.218871467700548
800,MARIN SOFTWARE INCORPORATED,US204647180,3.99,10,108530.0,116192.0,511.0,90425.0,New York Stock Exchange (NYSE),Industrial company,4.9562885174336575,5.035549803010057,2.708420900134713,5.065176227232798
804,DEMAND MEDIA INC.,US204731239,3.1,13,125969.0,101459.0,350.0,110654.0,New York Stock Exchange (NYSE),Industrial company,5.0439671177348435,5.100263681741458,2.5440680443502757,5.006290577510046
805,PRIMORIS SERVICES CORPORATION,US204743916,10.38,2,1929415.0,1132254.0,6709.0,1104307.0,NASDAQ National Market,Industrial company,6.043089825088305,6.285425650570493,3.8266577918758693,6.053943863622921
806,"EV ENERGY PARTNERS, L.P.",US204745690,0.0,125,177971.0,1923602.0,1200.0,121657.0,NASDAQ National Market,Industrial company,5.085137102776996,5.250349240701892,3.0791812460476247,6.284115219944976
807,ALLEGIANT TRAVEL COMPANY,US204745737,15.31,2,1262188.0,1351662.0,3018.0,2308489.0,NASDAQ National Market,Industrial company,6.363327809469494,6.1011240468904475,3.479719235439571,6.130868104411176
811,"ETSY, INC.",US204898921,4.11,8,273499.0,553061.0,819.0,1010876.0,NASDAQ National Market,Industrial company,6.004697885740799,5.436955742752536,2.9132839017604186,5.742773034563963
814,"ECHO GLOBAL LOGISTICS, INC.",US205001120,14.27,1,1512299.0,746510.0,2335.0,683814.0,NASDAQ National Market,Industrial company,5.8349379880378,6.179637664982897,3.368286884902131,5.873035629764635
820,REXNORD CORPORATION,US205197013,13.37,1,2050200.0,3402000.0,8000.0,2115270.0,New York Stock Exchange (NYSE),Industrial company,6.325365810021275,6.311796229182407,3.9030899869919438,6.53173430927655
821,"BERRY PLASTICS GROUP, INC.",US205234618,15.47,1,4881000.0,5028000.0,16000.0,4747743.0,New York Stock Exchange (NYSE),Industrial company,6.67648720213119,6.688508807656521,4.204119982655925,6.70139526901392
823,"INFORMATION SERVICES GROUP, INC.",US205261587,0.34,25,209240.0,131343.0,984.0,134794.0,NASDAQ National Market,Industrial company,5.12967056115416,5.320644711355398,2.9929950984313414,5.118406931767062
827,GREAT LAKES DREDGE & DOCK CORPORATION,US205336063,10.38,2,856878.0,898124.0,449.0,275989.0,NASDAQ National Market,Industrial company,5.440891772882239,5.932918992636771,2.6522463410033232,5.953336301921198
828,"SOLAREDGE TECHNOLOGIES, INC.",US205338862,0.56,29,325078.0,305658.0,440.0,879786.0,NASDAQ National Market,Industrial company,5.944377046784828,5.511987579148851,2.6434526764861874,5.485235767082735
829,ADDUS HOMECARE CORP,US205340172,5.6,6,336815.0,192612.0,21395.0,225646.0,NASDAQ National Market,Industrial company,5.353427639237397,5.527391424490816,4.330312290819951,5.284683340791821
831,SPECTRA ENERGY CORP.,US205413139,17.29,1,5234000.0,32923000.0,6000.0,21667374.0,New York Stock Exchange (NYSE),Industrial company,7.335806279736239,6.718833718303862,3.778151250383644,7.517499401998417
832,"WESCO AIRCRAFT HOLDINGS, INC.",US205441563,9.02,4,1497615.0,2020973.0,2670.0,1405668.0,New York Stock Exchange (NYSE),Industrial company,6.147882758241396,6.175400181276912,3.4265112613645754,6.305560511422607
836,CINEMARK HOLDINGS INC,US205490327,16.599999999999998,1,2852609.0,4126497.0,19300.0,4226305.0,New York Stock Exchange (NYSE),Industrial company,6.625960835602534,6.45524224807504,4.285557309007774,6.6155815337095305
837,"MAXPOINT INTERACTIVE, INC.",US205530657,2.1,9,140127.0,107286.0,406.0,67176.0,NASDAQ National Market,Industrial company,4.827214140177769,5.146521824231149,2.6085260335771943,5.030543053564888
842,DYNEGY INC,US205653152,20.360000000000007,1,3870000.0,11459000.0,2591.0,2119224.0,New York Stock Exchange (NYSE),Industrial company,6.3261768636586275,6.587710965018911,3.413467412985825,7.059146719426198
843,GENERAC HOLDINGS INC.,US205654756,14.150000000000002,1,1317299.0,1778635.0,3156.0,2508647.0,New York Stock Exchange (NYSE),Industrial company,6.39943955460369,6.119684362138598,3.4991369945373827,6.250086834115544
845,"NATIONAL CINEMEDIA, INC.",US205665602,13.98,2,446500.0,1073700.0,634.0,909056.0,NASDAQ National Market,Industrial company,5.958590637613465,5.649821463224566,2.8020892578817325,6.030882953109667
846,TRAVELCENTERS OF AMERICA LLC,US205701514,0.0,124,5850633.0,1621541.0,23400.0,279738.0,New York Stock Exchange (NYSE),Industrial company,5.446751465546906,6.767202856430021,4.3692158574101425,6.209927934105906
847,"CHUY'S HOLDINGS, INC.",US205717694,10.69,2,287062.0,200461.0,7295.0,550775.0,NASDAQ National Market,Industrial company,5.740974219151235,5.457975706315476,3.86302529622947,5.302029892505855
848,ATLANTIC CAPITAL BANCSHARES INC,US205728270,1.66,11,53280.0,2636178.0,342.0,351046.0,NASDAQ National Market,Bank,5.545364028822553,4.726564216162244,2.534026106056135,6.420974731342247
849,"CARE.COM, INC.",US205785879,2.83,15,138681.0,142478.0,673.0,284688.0,New York Stock Exchange (NYSE),Industrial company,5.454369161408922,5.14201696460331,2.828015064223977,5.153747810195641
850,"CLUBCORP HOLDINGS, INC.",US205818205,12.89,1,1052867.0,2135251.0,17800.0,791569.0,New York Stock Exchange (NYSE),Industrial company,5.898488777711516,6.0223735138120915,4.250420002308894,6.329448933931411
854,DOMTAR CORPORATION,US205901152,25.33,1,5264000.0,5654000.0,9850.0,2433318.0,New York Stock Exchange (NYSE),Industrial company,6.386198868742011,6.721315880605899,3.9934362304976116,6.752355804153501
855,"CHENIERE ENERGY PARTNERS, L.P.",US205913059,0.0,120,270028.0,12833153.0,888.0,1658267.0,NYSE MKT,Industrial company,6.219654458235361,5.43140879977012,2.948412965778601,7.108333372062462
857,MRC GLOBAL INC.,US205956993,14.31,2,4528613.0,2497000.0,4100.0,1366311.0,New York Stock Exchange (NYSE),Industrial company,6.135549564800035,6.6559652089263395,3.6127838567197355,6.397418542351348
859,"AVIAT NETWORKS, INC.",US205961564,3.89,8,335900.0,224700.0,740.0,36991.0,NASDAQ National Market,Industrial company,4.5680960720186,5.526210003841665,2.8692317197309762,5.351603072419129
861,"INNERWORKINGS, INC.",US205997364,9.81,4,1029353.0,608467.0,1600.0,476510.0,NASDAQ National Market,Industrial company,5.67807201913856,6.012564334589649,3.204119982655925,5.7842370293918295
863,"BLOOMIN' BRANDS, INC.",US208023465,15.07,1,4377676.0,3032569.0,100000.0,2215546.0,NASDAQ National Market,Industrial company,6.345480771446744,6.64124361547331,5.0,6.481810691147295
867,HIBBETT SPORTS INC.,US208159608,20.570000000000004,1,943104.0,442372.0,8900.0,800016.0,NASDAQ National Market,Industrial company,5.903098672794724,5.974559586836661,3.949390006644913,5.6457876304342385
871,VEEVA SYSTEMS INC.,US208235463,2.18,10,409221.0,705799.0,1474.0,3102708.0,New York Stock Exchange (NYSE),Industrial company,6.49174090547271,5.61195791230822,3.1684974835230326,5.848681038701211
872,ARAMARK,US208236097,12.010000000000002,1,14329135.0,10196357.0,265500.0,8083655.0,New York Stock Exchange (NYSE),Industrial company,6.907607770108788,7.156219974342536,5.424064525417488,7.008445032801132
877,ACCURAY INCORPORATED,US208370041,16.34,1,379801.0,466773.0,1010.0,436183.0,NASDAQ National Market,Industrial company,5.639668735176508,5.579556103881542,3.0043213737826426,5.669105726786052
881,"PEOPLE'S UNITED FINANCIAL, INC",US208447891,30.24,1,1284500.0,38877400.0,4652.0,4927147.0,NASDAQ National Market,Bank,6.692595519517955,6.1087341086023645,3.667639706056411,7.589697212956663
882,"DEL FRISCO'S RESTAURANT GROUP, INC.",US208453116,10.51,2,331612.0,346655.0,4921.0,364316.0,NASDAQ National Market,Industrial company,5.561478244969947,5.520630237920115,3.6920533650340808,5.539897468653496
884,WABCO HOLDINGS INC.,US208481962,14.29,1,2627500.0,2589900.0,12429.0,5963838.0,New York Stock Exchange (NYSE),Industrial company,6.7755258378893375,6.41954272470028,4.094436188017956,6.41328299563082
886,"GNC HOLDINGS, INC.",US208536244,20.61,1,2639212.0,2554407.0,16900.0,1783016.0,New York Stock Exchange (NYSE),Industrial company,6.251155240360174,6.421474277197008,4.227886704613674,6.407290095657135
887,"BLUEKNIGHT ENERGY PARTNERS, L.P.",US208536826,0.0,122,180029.0,364746.0,480.0,170993.0,NASDAQ National Market,Industrial company,5.2329783318915775,5.2553424691339945,2.681241237375587,5.5619905378857
888,VULCAN MATERIALS COMPANY,US208579133,48.19,1,3422181.0,8301632.0,6799.0,15732186.0,New York Stock Exchange (NYSE),Industrial company,7.196789072386585,6.534302975755171,3.832445041174111,6.919163477788394
889,NATIONAL COMMERCE CORP,US208627710,3.98,4,58351.0,1763369.0,289.0,251841.0,NASDAQ National Market,Bank,5.40112643516126,4.766048303239324,2.4608978427565478,6.246343201633029
891,SABRE CORPORATION,US208647322,6.66,6,2960896.0,5393627.0,9100.0,7844804.0,NASDAQ National Market,Industrial company,6.894582097345286,6.471423153279425,3.9590413923210934,6.731880909220515
894,"SERVICEMASTER GLOBAL HOLDINGS, INC.",US208738320,10.93,1,2594000.0,5098000.0,13000.0,5182038.0,New York Stock Exchange (NYSE),Industrial company,6.714500593352586,6.413969971748061,4.113943352306837,6.707399831133249
895,"SURGICAL CARE AFFILIATES, INC.",US208740447,10.59,5,1051490.0,2000334.0,5200.0,1772525.0,NASDAQ National Market,Industrial company,6.248592369262991,6.021805146765116,3.716003343634799,6.301102516787114
896,"KAR AUCTION SERVICES, INC.",US208744739,11.79,1,2639600.0,5771500.0,14400.0,5662549.0,New York Stock Exchange (NYSE),Industrial company,6.753011973137893,6.421538119690085,4.158362492095249,6.761288699994794
898,REX ENERGY CORPORATION,US208814402,10.71,1,171993.0,1071931.0,274.0,53184.0,NASDAQ National Market,Industrial company,4.725780997767998,5.235510771772452,2.437750562820388,6.0301668308010665
899,"HHGREGG, INC.",US208819207,3.0700000000000003,7,2129374.0,467629.0,5400.0,43779.0,New York Stock Exchange (NYSE),Industrial company,4.64126583718984,6.328251946957936,3.7323937598229686,5.669901436085701
901,BANK OF MARIN BANCORP,US208859754,4.02,5,76380.0,2031134.0,259.0,308272.0,NASDAQ National Market,Bank,5.488934080037156,4.882979654037299,2.413299764081252,6.3077385760591
903,FRANCESCA'S HOLDINGS CORP,US208874704,20.66,1,439377.0,193577.0,5211.0,419850.0,NASDAQ National Market,Industrial company,5.623094157521844,5.642837319233286,3.7169210731667612,5.28685375500506
904,"RUBICON PROJECT, INC. (THE)",US208881738,5.8500000000000005,8,248484.0,536736.0,699.0,711928.0,New York Stock Exchange (NYSE),Industrial company,5.852436073996644,5.39529842954653,2.8444771757456815,5.729760725298242
906,"TWITTER, INC.",US208913779,8.69,1,2218032.0,6442439.0,3898.0,10598651.0,New York Stock Exchange (NYSE),Industrial company,7.02525059162902,6.345967807513398,3.5908418347816027,6.80905031514086
907,"INTRALINKS HOLDINGS, INC.",US208915510,10.18,5,276153.0,460187.0,930.0,453994.0,New York Stock Exchange (NYSE),Industrial company,5.657050113244527,5.441149765562118,2.9684829485539352,5.662934345953638
908,"FITBIT, INC.",US208920744,5.13,5,1857998.0,1519066.0,1101.0,2222500.0,New York Stock Exchange (NYSE),Industrial company,6.346841769642252,6.2690452421713845,3.041787318971752,6.181576643390842
910,STARZ,US208988475,9.72,4,1700100.0,1564200.0,772.0,2367852.0,NASDAQ National Market,Industrial company,6.374354553797496,6.230474467361159,2.887617300335736,6.194292281551973
911,CAMPBELL SOUP CO,US210419870,11.06,3,8082000.0,8089000.0,18600.0,18916705.0,New York Stock Exchange (NYSE),Industrial company,7.276845491212719,6.90751884610663,4.269512944217916,6.907894835416283
912,SL INDUSTRIES INC,US210682685,5.41,7,199862.0,133920.0,1400.0,158800.0,NYSE MKT,Industrial company,5.200850498091078,5.300730229040085,3.146128035678238,5.126845440649185
913,"BECTON, DICKINSON AND COMPANY",US220760120,19.3,1,10282000.0,26478000.0,49517.0,35435614.0,New York Stock Exchange (NYSE),Industrial company,7.5494399622704345,7.012077599531015,4.694754324967783,7.422885177830836
914,BRISTOL-MYERS SQUIBB COMPANY,US220790350,16.23,1,16560000.0,31748000.0,25000.0,119038298.0,New York Stock Exchange (NYSE),Industrial company,8.075686708738662,7.219060332448861,4.3979400086720375,7.501716371633598
915,JOHNSON & JOHNSON,US221024240,18.13,1,70074000.0,133411000.0,127100.0,310987836.0,New York Stock Exchange (NYSE),Industrial company,8.49274340233426,7.845556908821468,5.1041455505540085,8.125191639493192
916,MIDDLESEX WATER CO,US221114430,12.74,1,126025.0,581383.0,293.0,604670.0,NASDAQ National Market,Industrial company,5.7815184221239555,5.100456706110188,2.4668676203541096,5.7644623285796905
917,TOOTSIE ROLL INDUSTRIES INC,US221318955,5.589999999999999,4,540112.0,908983.0,2000.0,1361709.0,New York Stock Exchange (NYSE),Industrial company,6.134084307872602,5.732483826375599,3.3010299956639813,5.958555761026994
920,C.R. BARD INC,US221454160,21.92,1,3416000.0,4939200.0,14900.0,16056793.0,New York Stock Exchange (NYSE),Industrial company,7.205658808596248,6.533517862016968,4.173186268412274,6.69365661213802
921,BEL FUSE INC,US221463699,10.12,3,567080.0,583371.0,7971.0,174432.0,NASDAQ National Market,Industrial company,5.241626160347603,5.753644330687859,3.90151280912994,5.765944836076399
922,AUTOMATIC DATA PROCESSING INC,US221467904,17.32,1,10938500.0,33110500.0,55000.0,40105284.0,NASDAQ National Market,Industrial company,7.603201596083058,7.0389577711393665,4.740362689494244,7.519965739060778
923,VILLAGE SUPER MARKET INC,US221576170,5.7700000000000005,4,1583789.0,433902.0,6750.0,266477.0,NASDAQ National Market,Industrial company,5.425659730420213,6.199697322304287,3.829303772831025,5.637391651942906
928,CANTEL MEDICAL CORP,US221760285,15.94,1,565004.0,584031.0,1680.0,2786031.0,New York Stock Exchange (NYSE),Industrial company,6.444985944483507,5.752051522459754,3.225309281725863,5.766435899803539
930,HOVNANIAN ENTERPRISES INC,US221851059,14.84,3,2148480.0,2602298.0,2078.0,247788.0,New York Stock Exchange (NYSE),Industrial company,5.39408027032102,6.3321313152319,3.3176455432211585,6.415357027946215
931,MANTECH INTERNATIONAL CORPORATION,US221852179,15.56,2,1550117.0,1506424.0,7200.0,878100.0,NASDAQ National Market,Industrial company,5.943543977153454,6.190364479161723,3.8573324964312685,6.177947226143324
934,CHECKPOINT SYSTEMS INC,US221895850,18.13,1,587157.0,657870.0,4814.0,424830.0,New York Stock Exchange (NYSE),Industrial company,5.628215177504724,5.768754242843781,3.682506085939011,5.818140082275706
937,SOUTH JERSEY INDUSTRIES INC,US221901645,19.72,1,959568.0,3471933.0,720.0,2287305.0,New York Stock Exchange (NYSE),Industrial company,6.35932407933573,5.982075756537199,2.8573324964312685,6.540571335740904
938,AEP INDUSTRIES INC,US221916107,9.419999999999998,3,1141391.0,440205.0,2600.0,302819.0,NASDAQ National Market,Industrial company,5.481183120947859,6.0574344437642385,3.4149733479708178,5.643654971111644
939,"MERCK & CO., INC.",US221918501,17.1,1,39498000.0,101677000.0,68000.0,156338070.0,New York Stock Exchange (NYSE),Industrial company,8.194064746270685,7.596575105475722,4.832508912706237,8.007222723790381
940,J & J SNACK FOODS CORP.,US221935537,15.73,2,976256.0,742935.0,3400.0,1969712.0,NASDAQ National Market,Industrial company,6.294402730753293,5.989563716036582,3.531478917042255,5.870950818637852
944,ION GEOPHYSICAL CORPORATION,US222286646,10.14,3,221513.0,435088.0,560.0,86710.0,New York Stock Exchange (NYSE),Industrial company,4.938069186223386,5.345399218877789,2.7481880270062002,5.638577105343622
947,NEW JERSEY RESOURCES CORP,US222376465,24.05,1,2733987.0,3339038.0,991.0,3031623.0,New York Stock Exchange (NYSE),Industrial company,6.481675193266222,6.436796445183637,2.9960736544852753,6.523621361580997
948,ARROW FINANCIAL CORP,US222448962,11.58,1,112500.0,,750.0,377523.0,NASDAQ National Market,Bank,5.576943415485213,5.051152522447381,2.8750612633917,
949,CAMBREX CORP,US222476135,18.93,1,433326.0,505539.0,1228.0,1556712.0,New York Stock Exchange (NYSE),Industrial company,6.192208273210373,5.63681474792606,3.089198366805149,5.703754665033752
950,VALLEY NATIONAL BANCORP,US222477875,19.380000000000006,1,634071.0,21612616.0,2929.0,2426822.0,New York Stock Exchange (NYSE),Bank,6.38503792332298,5.802137890660571,3.4667193716815987,7.334707337248998
953,"AMBER ROAD, INC.",US222590301,4.579999999999999,12,67110.0,114624.0,749.0,156238.0,New York Stock Exchange (NYSE),Industrial company,5.19378667091905,4.8267872388162925,2.8744818176994666,5.059275559832919
954,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,US222625848,19.52,1,10415000.0,37535000.0,13025.0,22534093.0,New York Stock Exchange (NYSE),Industrial company,7.352840082352754,7.017659274283765,4.114777731971562,7.574436420202405
955,HONEYWELL INTERNATIONAL INC,US222640650,15.13,1,38581000.0,49316000.0,129000.0,87132662.0,New York Stock Exchange (NYSE),Industrial company,7.940180982417533,7.586373480146992,5.110589710299249,7.69298784390957
956,CELGENE CORP,US222711928,16.86,1,9256000.0,26964400.0,6971.0,82440837.0,NASDAQ National Market,Industrial company,7.916142392406496,6.966423345943693,3.843295082736507,7.430790761001402
957,EMCORE CORP,US222746503,5.01,3,81685.0,160907.0,543.0,147479.0,NASDAQ National Market,Industrial company,5.168730184155436,4.912142313382838,2.734799829588847,5.206574937792292
958,"CBIZ, INC.",US222769024,12.97,1,750422.0,996331.0,4400.0,555874.0,New York Stock Exchange (NYSE),Industrial company,5.744976361175457,5.875305557698496,3.6434526764861874,5.998403643235331
959,OWENS ILLINOIS INC,US222781933,18.07,1,6156000.0,9421000.0,27000.0,3061884.0,New York Stock Exchange (NYSE),Industrial company,6.485988733353039,6.789298611159441,4.431363764158987,6.974097003794131
960,AMPHENOL CORP,US222785165,17.939999999999994,1,5568700.0,7458400.0,50700.0,17905958.0,New York Stock Exchange (NYSE),Industrial company,7.252997561482166,6.745753821974157,4.705007959333336,6.872645671212787
961,NOVAVAX INC,US222816046,16.58,1,36250.0,386038.0,443.0,1586788.0,NASDAQ National Market,Industrial company,6.200518907485571,4.559308010907013,2.6464037262230695,5.586630056946451
962,WSFS FINANCIAL CORP,US222866913,10.77,1,350000.0,,750.0,1074245.0,NASDAQ National Market,Bank,6.0311033409666335,5.544068044350276,2.8750612633917,
964,"LAKELAND BANCORP, INC",US222953275,9.45,1,137620.0,3869550.0,551.0,476741.0,NASDAQ National Market,Bank,5.678282503108225,5.138681553510374,2.741151598851785,6.587660462724314
966,"PENSKE AUTOMOTIVE GROUP, INC.",US223086739,6.74,4,19284900.0,8013400.0,22000.0,3346888.0,New York Stock Exchange (NYSE),Industrial company,6.52464117940414,7.285217391215502,4.342422680822207,6.903816821694861
967,ARIAD PHARMACEUTICALS INC,US223106987,17.06,1,118804.0,546692.0,459.0,1570010.0,NASDAQ National Market,Industrial company,6.195902418607315,5.074831063108835,2.661812685537261,5.737742718703563
970,MASONITE INTERNATIONAL CORP,US223166696L,14.63,1,3000000.0,,17500.0,2133353.0,New York Stock Exchange (NYSE),Industrial company,6.329062722898025,6.477121254719663,4.243038048686294,
971,HAIN CELESTIAL GROUP INC (THE),US223240619,17.05,1,2688515.0,3097270.0,6307.0,5079306.0,NASDAQ National Market,Industrial company,6.705804377449255,6.429512463873973,3.7998228309933197,6.490979065995793
976,"MISTRAS GROUP, INC.",US223341267,7.72,3,711252.0,471727.0,5700.0,727444.0,New York Stock Exchange (NYSE),Industrial company,5.861799566143057,5.852023500616123,3.7558748556724915,5.673690734450978
978,"SUBURBAN PROPANE PARTNERS, L.P.",US223410353,0.0,137,1416979.0,2485730.0,3646.0,2112583.0,New York Stock Exchange (NYSE),Industrial company,6.3248137806910245,6.151363413937156,3.5618166643189575,6.3954539537994926
979,OCEANFIRST FINANCIAL CORP,US223412577,7.23,3,93255.0,2593068.0,393.0,468335.0,NASDAQ National Market,Bank,5.67055661505065,4.969672126423837,2.5943925503754266,6.413813905754136
980,IDT CORP,US223415036,17.36,2,1596777.0,485682.0,1250.0,302610.0,New York Stock Exchange (NYSE),Industrial company,5.480883275547908,6.203244268404078,3.0969100130080562,5.686352008258846
